Count,City,State/Province,Longitude,Latitude
1,Cos Cob, CT,-73.6,41.04
18,Costa Mesa, CA,-117.89,33.69
1,Cotati, CA,-122.7,38.33
2,Cottage Grove, MN,-92.96,44.83
1,Cottage Grove, OR,-123.05,43.8
1,Cottonwood, AZ,-112.01,34.73
1,Couer D'Alene, ID,-116.79,47.69
3,Council Bluffs, IA,-95.83,41.22
2,Countryside, IL,-87.88,41.79
5,Covina, CA,-117.91,34.09
1,Covingtion, WA,-122.11,47.36
1,Covington, KY,-84.51,39.09
2,Covington, LA,-90.08,30.44
4,Covington, WA,-122.12,47.36
1,Craig, CO,-107.55,40.51
3,Cranberry Township, PA,-80.11,40.7
3,Cranbury, NJ,-74.49,40.32
2,Cranford, NJ,-74.29,40.66
1,Cranston, RI,-71.46,41.76
1,Crescent City, CA,-124.2,41.76
1,Crestview Hills, KY,-84.58,39.02
1,Crestview, FL,-86.57,30.73
1,Crestwood, IL,-87.74,41.65
1,Crestwood, KY,-85.49,38.34
1,Crestwood, MO,-90.38,38.56
2,Creve Coeur, MO,-90.44,38.67
1,Crosby, TX,-95.06,29.89
1,Cross Roads, TX,-96.99,33.23
1,Crossville, TN,-85.04,35.96
1,Crowley, TX,-97.35,32.57
1,Crown Point, IN,-87.36,41.43
3,Crystal Lake, IL,-88.31,42.23
1,Crystal, MN,-93.36,45.05
1,Cullman, AL,-86.84,34.15
1,Cullowhee, NC,-83.18,35.31
2,Culpeper, VA,-77.97,38.48
6,Culver City, CA,-118.4,33.99
5,Cumming, GA,-84.13,34.18
8,Cupertino, CA,-122.07,37.34
2,Cutler Bay, FL,-80.36,25.59
5,Cuyahoga Falls, OH,-81.51,41.15
4,Cypress, CA,-118.01,33.8
8,Cypress, TX,-95.69,29.97
2,D'Iberville, MS,-88.88,30.44
3,Dacula, GA,-83.91,34.07
1,Dahlonega, GA,-83.98,34.53
1,Dale City, VA,-77.33,38.65
2,Dallas, GA,-84.75,34.01
1,Dallas, NC,-81.18,35.32
2,Dallas, OR,-123.31,44.93
89,Dallas, TX,-96.78,32.84
2,Dalton, GA,-84.96,34.8
6,Daly City, CA,-122.47,37.67
1,Damascus, MD,-77.2,39.29
1,Damascus, OR,-122.46,45.42
5,Dana Point, CA,-117.7,33.49
5,Danbury, CT,-73.48,41.38
1,Danvers, MA,-70.94,42.55
6,Danville, CA,-122.0,37.82
2,Danville, VA,-79.43,36.59
1,Daphne, AL,-87.91,30.65
1,Dardenne, MO,-90.76,38.77
1,Darien, CT,-73.47,41.08
1,Darien, IL,-87.97,41.75
1,Darnestown, MD,-77.29,39.1
1,Davenport, FL,-81.64,28.23
4,Davenport, IA,-90.53,41.57
1,Davidson, NC,-80.86,35.5
4,Davie, FL,-80.25,26.1
9,Davis, CA,-121.7,38.56
1,Davison, MI,-83.54,43.04
1,Dawsonville, GA,-84.05,34.35
1,Dayton, NV,-119.58,39.26
10,Dayton, OH,-84.14,39.87
1,Daytona Beach Shores, FL,-80.97,29.15
4,Daytona Beach, FL,-81.06,29.2
1,Dayville, CT,-71.92,41.85
1,De Pere, WI,-88.09,44.45
1,Deadwood, SD,-103.73,44.38
2,Dearborn Heights, MI,-83.3,42.33
3,Dearborn, MI,-83.22,42.32
2,Decatur, AL,-86.96,34.59
4,Decatur, GA,-84.27,33.79
2,Decatur, IL,-88.96,39.89
1,Decatur, TX,-97.6,33.23
2,Dedham, MA,-71.17,42.26
2,Deer Park, IL,-88.05,42.16
2,Deer Park, NY,-73.33,40.76
2,Deer Park, TX,-95.12,29.68
4,Deerfield Beach, FL,-80.09,26.3
2,Deerfield, IL,-87.84,42.15
4,Dekalb, IL,-88.72,41.96
4,Del Mar, CA,-117.25,32.98
2,Del Rey Oaks, CA,-121.85,36.6
1,Del Rio, TX,-100.9,29.39
2,Delafield, WI,-88.37,43.05
1,Deland, FL,-81.3,28.99
1,Delano, CA,-119.25,35.78
1,Delavan, WI,-88.61,42.63
2,Delaware, OH,-83.11,40.31
1,Delran, NJ,-74.94,40.02
5,Delray Beach, FL,-80.17,26.45
1,Deming, NM,-107.99,32.24
2,Denham Springs, LA,-90.96,30.46
10,Denton, TX,-97.13,33.23
79,Denver, CO,-105.01,39.75
2,Denville, NJ,-74.51,40.87
2,Depew, NY,-78.7,42.88
2,Deptford, NJ,-75.1,39.83
1,Derby, CT,-73.06,41.31
2,Derby, KS,-97.24,37.72
7,Des Moines, IA,-93.78,41.56
2,Des Moines, WA,-122.31,47.36
3,Des Peres, MO,-90.45,38.6
2,Des Plaines, IL,-87.88,42.0
1,Desert Hot Springs, CA,-116.5,33.95
2,Desoto, TX,-96.82,32.6
3,Destin, FL,-86.42,30.39
11,Detroit, MI,-83.35,42.22
1,Devon, PA,-75.41,40.05
3,Diamond Bar, CA,-117.84,33.97
1,Dickinson, ND,-102.8,46.88
1,Dickinson, TX,-95.08,29.45
1,Dickson City, PA,-75.64,41.47
2,Dillon, CO,-106.06,39.63
1,Dillon, MT,-112.63,45.22
1,Dinuba, CA,-119.4,36.55
2,Dixon, CA,-121.84,38.46
1,Dobbs Ferry, NY,-73.86,41.0
3,Doral, FL,-80.32,25.8
1,Dorchester, MA,-71.07,42.29
1,Doswell, VA,-77.45,37.84
1,Dothan, AL,-85.45,31.27
2,Douglasville, GA,-84.74,33.73
2,Dover, DE,-75.51,39.16
1,Dover, NH,-70.89,43.22
4,Downers Grove, IL,-88.02,41.83
5,Downey, CA,-118.12,33.94
3,Doylestown, PA,-75.13,40.27
1,Draper, UT,-111.86,40.53
1,Dresher, PA,-75.17,40.14
2,Duarte, CA,-117.97,34.13
8,Dublin, CA,-121.93,37.7
2,Dublin, GA,-82.95,32.54
9,Dublin, OH,-83.09,40.09
3,Dubuque, IA,-90.74,42.52
1,Dulles, VA,-77.42,39.03
9,Duluth, GA,-84.19,34.02
5,Duluth, MN,-92.17,46.81
2,Dumfries, VA,-77.33,38.6
1,Dumont, CO,-105.6,39.76
1,Duncanville, TX,-96.92,32.65
1,Dunedin, FL,-82.76,28.02
2,Dunkirk, MD,-76.66,38.72
2,Dunwoody, GA,-84.34,33.92
2,Dupont, WA,-122.62,47.09
4,Durango, CO,-107.89,37.27
15,Durham, NC,-78.9,35.9
2,Duvall, WA,-121.99,47.73
1,Dyer, IN,-87.51,41.49
1,E Wenatchee, WA,-120.28,47.4
5,Eagan, MN,-93.21,44.79
1,Eagle Mountain, UT,-111.97,40.36
3,Eagle River, AK,-149.57,61.32
1,Eagle, CO,-106.83,39.66
2,Eagle, ID,-116.35,43.69
1,Easley, SC,-82.54,34.83
1,East Amherst, NY,-78.7,43.03
2,East Boston, MA,-71.03,42.38
1,East Brunswick, NJ,-74.4,40.46
1,East Grand Rapids, MI,-85.61,42.95
1,East Greenbush, NY,-73.71,42.6
1,East Greenwich, RI,-71.45,41.66
1,East Hampton, NY,-72.19,40.96
2,East Hanover, NJ,-74.38,40.81
5,East Lansing, MI,-84.48,42.73
1,East Longmeadow, MA,-72.51,42.07
2,East Lyme, CT,-72.21,41.36
1,East Norriton, PA,-75.31,40.14
2,East Northport, NY,-73.32,40.86
1,East Peoria, IL,-89.59,40.67
2,East Point, GA,-84.5,33.66
1,East Ridgefield, NJ,-74.0,40.83
2,East Rutherford, NJ,-74.08,40.81
1,East Setauket, NY,-73.07,40.9
2,East Wenatchee, WA,-120.29,47.41
1,Easton, MA,-71.13,42.02
3,Easton, MD,-76.06,38.77
2,Easton, PA,-75.27,40.69
1,Eastvale, CA,-117.59,33.96
1,Eatontown, NJ,-74.05,40.29
3,Eau Claire, WI,-91.43,44.78
5,Eden Prairie, MN,-93.4,44.84
1,Edgemont, PA,-75.44,39.98
3,Edgewater, CO,-105.05,39.75
2,Edgewater, MD,-76.56,38.94
2,Edgewater, NJ,-73.98,40.81
1,Edgewood, NM,-106.19,35.06
1,Edgewood, WA,-122.29,47.25
9,Edina, MN,-93.33,44.88
2,Edinburg, TX,-98.16,26.26
6,Edison, NJ,-74.35,40.56
7,Edmond, OK,-97.46,35.64
6,Edmonds, WA,-122.34,47.78
1,Edwards, CA,-117.93,34.92
1,Edwards, CO,-106.59,39.64
2,Edwardsville, IL,-90.0,38.79
1,Effingham, IL,-88.57,39.14
1,Eglin Afb, FL,-86.53,30.47
13,El Cajon, CA,-116.94,32.74
4,El Centro, CA,-115.57,32.82
3,El Cerrito, CA,-122.32,37.92
4,El Dorado Hills, CA,-121.06,38.65
1,El Jebel, CO,-107.09,39.39
4,El Monte, CA,-118.04,34.08
21,El Paso, TX,-106.3,31.72
7,El Segundo, CA,-118.4,33.92
1,El Sobrante, CA,-122.3,37.98
1,Elburn, IL,-88.47,41.9
3,Eldersburg, MD,-76.95,39.41
2,Elgin, IL,-88.34,42.03
1,Elizabeth City, NC,-76.25,36.29
1,Elizabeth, CO,-104.61,39.36
1,Elizabeth, NJ,-74.17,40.66
1,Elizabethtown, KY,-85.84,37.71
1,Elizabethtown, PA,-76.59,40.14
3,Elk Grove Village, IL,-87.96,42.01
11,Elk Grove, CA,-121.45,38.42
1,Elk River, MN,-93.56,45.32
8,Elkhart, IN,-85.93,41.64
2,Elko, NV,-115.75,40.85
1,Elkridge, MD,-76.78,39.21
4,Ellensburg, WA,-120.54,47.0
1,Ellenton, FL,-82.51,27.53
5,Ellicott City, MD,-76.81,39.25
2,Ellijay, GA,-84.49,34.66
4,Elmhurst, IL,-87.94,41.92
4,Elmhurst, NY,-73.87,40.73
1,Elmira, NY,-76.82,42.1
1,Elmont, NY,-73.7,40.71
1,Elverson, PA,-75.83,40.15
1,Elyria, OH,-82.08,41.41
5,Emeryville, CA,-122.28,37.83
1,Emmett, ID,-116.49,43.86
1,Emporia, KS,-96.22,38.42
8,Encinitas, CA,-117.26,33.07
3,Encino, CA,-118.49,34.16
2,Enfield, CT,-72.58,41.99
9,Englewood, CO,-104.86,39.54
1,Englewood, NJ,-73.97,40.89
1,Englewood, OH,-84.31,39.86
1,Enid, OK,-97.91,36.39
1,Ennis, TX,-96.62,32.33
1,Enola, PA,-77.07,40.28
3,Enumclaw, WA,-121.99,47.2
1,Ephrata, PA,-76.16,40.17
1,Ephrata, WA,-119.56,47.31
1,Epping, NH,-71.07,43.03
2,Erie, CO,-105.1,40.02
6,Erie, PA,-80.1,42.07
1,Escalon, CA,-121.0,37.8
16,Escondido, CA,-117.11,33.11
3,Estero, FL,-81.77,26.44
2,Estes Park, CO,-105.52,40.38
20,Eugene, OR,-123.09,44.01
3,Euless, TX,-97.1,32.88
4,Eureka, CA,-124.17,40.8
3,Evans, GA,-82.12,33.53
8,Evanston, IL,-87.68,42.05
6,Evansville, IN,-87.57,38.02
1,Everett, MA,-71.07,42.4
20,Everett, WA,-122.21,47.9
2,Evergreen, CO,-105.34,39.65
1,Evesham, NJ,-74.93,39.89
2,Ewa Beach, HI,-158.02,21.33
1,Excelsior, MN,-93.57,44.9
6,Exton, PA,-75.62,40.03
5,Fair Oaks, CA,-121.23,38.66
5,Fairbanks, AK,-147.81,64.84
1,Fairborn, OH,-84.07,39.78
1,Fairburn, GA,-84.58,33.54
1,Fairchild Afb, WA,-117.65,47.64
16,Fairfax, VA,-77.36,38.86
9,Fairfield, CA,-122.05,38.26
4,Fairfield, CT,-73.26,41.14
1,Fairfield, NJ,-74.27,40.89
1,Fairfield, OH,-84.52,39.34
1,Fairlawn, NJ,-74.13,40.94
2,Fairport, NY,-77.44,43.07
3,Fairview Heights, IL,-89.98,38.6
2,Fairview Park, OH,-81.85,41.46
1,Fairview, OR,-122.44,45.53
1,Fairview, TX,-96.97,32.92
1,Falcon, CO,-104.6,38.94
2,Fallbrook, CA,-117.25,33.37
1,Fallon, NV,-118.79,39.48
13,Falls Church, VA,-77.2,38.87
1,Falmouth, MA,-70.6,41.56
1,Falmouth, ME,-70.23,43.72
3,Fargo, ND,-96.82,46.83
3,Farmingdale, NY,-73.42,40.73
2,Farmington Hills, MI,-83.34,42.45
3,Farmington, CT,-72.76,41.72
1,Farmington, MI,-83.37,42.46
3,Farmington, NM,-108.16,36.75
2,Farmington, UT,-111.91,40.98
2,Farragut, TN,-84.12,35.9
1,Fayette, PA,-80.18,40.45
4,Fayetteville, AR,-94.18,36.07
4,Fayetteville, GA,-84.44,33.48
7,Fayetteville, NC,-78.96,35.07
1,Fayetteville, NY,-76.02,43.03
1,Feasterville, PA,-75.0,40.15
1,Federal Heights, CO,-105.02,39.88
9,Federal Way, WA,-122.32,47.29
3,Fenton, MI,-83.74,42.79
1,Fenton, MO,-90.44,38.51
1,Ferguson, MO,-90.28,38.77
1,Fernandina Beach, FL,-81.45,30.64
1,Ferndale, WA,-122.58,48.84
1,Fernley, NV,-119.22,39.61
1,Fife, WA,-122.37,47.24
1,Fillmore, CA,-118.92,34.4
1,Findlay, OH,-83.61,41.06
3,Firestone, CO,-104.98,40.16
7,Fishers, IN,-85.92,39.99
1,Fishkill, NY,-73.89,41.53
2,Fitchburg, WI,-89.48,43.02
10,Flagstaff, AZ,-111.62,35.22
1,Flat Rock, NC,-82.43,35.29
1,Flemington, NJ,-74.86,40.49
1,Fletcher, NC,-82.51,35.44
2,Flint, MI,-83.64,43.02
2,Florence, AL,-87.68,34.8
1,Florence, AZ,-111.49,33.06
3,Florence, KY,-84.65,38.99
1,Florence, OR,-124.1,43.97
3,Florence, SC,-79.83,34.19
1,Florham Park, NJ,-74.39,40.79
1,Florida City, FL,-80.48,25.45
2,Florissant, MO,-90.34,38.78
1,Flossmoor, IL,-87.71,41.53
2,Flourtown, PA,-75.21,40.11
10,Flower Mound, TX,-97.04,33.04
1,Flowery Branch, GA,-83.91,34.18
2,Flowood, MS,-90.06,32.34
4,Flushing, NY,-73.83,40.78
1,Foley, AL,-87.68,30.38
12,Folsom, CA,-121.11,38.65
3,Fond Du Lac, WI,-88.48,43.78
9,Fontana, CA,-117.44,34.14
1,Foothill Ranch, CA,-117.67,33.69
1,Forest City, NC,-81.88,35.32
2,Forest Grove, OR,-123.1,45.52
1,Forest Hill, TX,-97.28,32.66
4,Forest Hills, NY,-73.85,40.72
2,Forest Lake, MN,-93.0,45.27
1,Forest Park, IL,-87.81,41.88
1,Forest Park, OH,-84.52,39.3
2,Forestville, MD,-76.88,38.84
1,Forked River, NJ,-74.21,39.87
2,Forney, TX,-96.45,32.74
3,Fort Belvoir, VA,-77.14,38.7
1,Fort Benning, GA,-84.93,32.37
1,Fort Bragg, CA,-123.81,39.43
3,Fort Bragg, NC,-78.97,35.16
2,Fort Campbell, KY,-87.47,36.67
2,Fort Carson, CO,-104.8,38.72
14,Fort Collins, CO,-105.04,40.52
1,Fort Dodge, IA,-94.16,42.51
1,Fort Drum, NY,-75.81,44.05
1,Fort Eustis, VA,-76.58,37.16
2,Fort Gordon, GA,-82.13,33.43
2,Fort Gratiot, MI,-82.46,43.03
1,Fort Huachuca, AZ,-110.36,31.55
1,Fort Irwin, CA,-116.69,35.26
1,Fort Knox, KY,-85.95,37.88
16,Fort Lauderdale, FL,-80.14,26.1
1,Fort Leavenworth, KS,-94.92,39.36
5,Fort Lee, NJ,-73.97,40.86
1,Fort Lee, VA,-77.33,37.25
1,Fort Lewis, WA,-122.6,47.09
1,Fort Lupton, CO,-104.8,40.08
1,Fort Madison, IA,-91.34,40.63
1,Fort Meade, MD,-76.74,39.11
4,Fort Mill, SC,-80.97,35.03
1,Fort Mitchell, KY,-84.55,39.05
2,Fort Mohave, AZ,-114.6,35.02
1,Fort Morgan, CO,-103.81,40.25
1,Fort Myer, VA,-77.08,38.87
15,Fort Myers, FL,-81.86,26.6
1,Fort Richardson, AK,-149.68,61.26
1,Fort Sam Houston, TX,-98.43,29.47
1,Fort Sill, OK,-98.4,34.67
1,Fort Smith, AR,-94.36,35.36
1,Fort Union, UT,-111.86,40.62
1,Fort Wainwright, AK,-147.65,64.83
2,Fort Walton Beach, FL,-86.61,30.42
1,Fort Washington, MD,-77.0,38.72
16,Fort Wayne, IN,-85.14,41.18
32,Fort Worth, TX,-97.42,32.66
1,Fortuna, CA,-124.15,40.58
2,Foster City, CA,-122.26,37.55
1,Fountain City, TN,-83.92,36.05
3,Fountain Hills, AZ,-111.73,33.61
5,Fountain Valley, CA,-117.95,33.69
2,Fountain, CO,-104.7,38.72
1,Fowler, CA,-119.68,36.63
1,Fox Point, WI,-87.91,43.18
1,Fox River Grove, IL,-88.21,42.19
4,Framingham, MA,-71.42,42.31
1,Frankfort, IL,-87.85,41.51
3,Frankfort, KY,-84.81,38.18
1,Franklin Lakes, NJ,-74.21,40.99
1,Franklin Square, NY,-73.69,40.69
1,Franklin Twp, NJ,-74.56,40.43
2,Franklin, IN,-86.06,39.49
2,Franklin, MA,-71.42,42.09
1,Franklin, NJ,-74.58,41.11
1,Franklin, OH,-84.33,39.5
8,Franklin, TN,-86.88,35.89
1,Franklin, VA,-76.95,36.67
2,Franklin, WI,-87.95,42.93
1,Fraser, CO,-105.81,39.95
1,Frederick, CO,-104.99,40.09
6,Frederick, MD,-77.34,39.33
11,Fredericksburg, VA,-77.48,38.3
1,Frederickson, WA,-122.35,47.1
1,Fredonia, NY,-79.34,42.45
2,Freedom, CA,-121.78,36.94
5,Freehold, NJ,-74.3,40.25
1,Freeport, ME,-70.1,43.86
1,Freeport, NY,-73.59,40.66
15,Fremont, CA,-121.98,37.5
1,Fremont, NE,-96.49,41.45
1,Frenchtown Township, MI,-83.4,41.95
1,Fresh Meadows, NY,-73.79,40.74
36,Fresno, CA,-119.79,36.78
1,Fridley, MN,-93.25,45.06
4,Friendswood, TX,-95.19,29.51
2,Frisco, CO,-106.1,39.59
14,Frisco, TX,-96.81,33.1
2,Front Royal, VA,-78.19,38.96
1,Frostburg, MD,-78.93,39.65
1,Ft Benning, GA,-84.9,32.34
1,Ft Collins, CO,-105.07,40.52
2,Ft Lauderdale, FL,-80.11,26.11
1,Ft Myers, FL,-81.87,26.54
1,Ft Wayne, IN,-85.26,41.03
1,Ft Worth, TX,-97.35,32.76
1,Ft. Benning, GA,-84.9,32.38
2,Ft. Bliss, TX,-106.41,31.81
1,Ft. Collins, CO,-105.08,40.61
1,Ft. Irwin, CA,-116.64,35.3
4,Ft. Lauderdale, FL,-80.15,26.08
1,Ft. Leonard Wood, MO,-92.11,37.75
1,Ft. Mill, SC,-80.99,35.06
1,Ft. Polk, LA,-93.22,31.05
1,Ft. Riley, KS,-96.79,39.08
2,Ft. Smith, AR,-94.39,35.34
3,Ft. Wayne, IN,-85.07,41.13
3,Ft. Worth, TX,-97.33,32.75
13,Fullerton, CA,-117.96,33.88
1,Fulshear, TX,-95.85,29.7
1,Fultondale, AL,-86.81,33.61
1,Fuquay-Varina, NC,-78.78,35.59
1,Gadsden, AL,-86.08,33.99
1,Gaffney, SC,-81.71,35.08
1,Gahanna, OH,-82.87,40.01
13,Gainesville, FL,-82.32,29.65
3,Gainesville, GA,-83.87,34.37
1,Gainesville, TX,-97.15,33.62
4,Gainesville, VA,-77.61,38.8
1,Gainsville, GA,-83.8,34.31
10,Gaithersburg, MD,-77.2,39.12
1,Galesburg, IL,-90.34,40.95
2,Gallatin, TN,-86.47,36.38
1,Galloway, NJ,-74.54,39.48
1,Galloway, OH,-83.16,39.95
1,Gallup, NM,-108.76,35.54
4,Galveston, TX,-94.83,29.27
3,Gambrills, MD,-76.68,39.04
1,Garden City, ID,-116.28,43.65
1,Garden City, KS,-100.84,37.98
5,Garden City, NY,-73.63,40.73
10,Garden Grove, CA,-118.03,33.79
4,Gardena, CA,-118.3,33.89
1,Gardendale, AL,-86.82,33.65
1,Gardnerville, NV,-119.74,38.94
1,Garfield Heights, OH,-81.62,41.41
8,Garland, TX,-96.65,32.86
3,Garner, NC,-78.64,35.72
1,Gas City, IN,-85.55,40.48
3,Gastonia, NC,-81.13,35.26
1,Gatlinburg, TN,-83.52,35.71
2,Gaylord, MI,-84.69,45.03
1,Geneseo, NY,-77.82,42.8
3,Geneva, IL,-88.34,41.89
2,Georgetown, KY,-84.53,38.23
4,Georgetown, TX,-97.7,30.63
5,Germantown, MD,-77.27,39.18
3,Germantown, TN,-89.76,35.06
2,Germantown, WI,-88.13,43.19
1,Gettysburg, PA,-77.2,39.84
2,Gibsonia, PA,-79.94,40.64
6,Gig Harbor, WA,-122.58,47.3
17,Gilbert, AZ,-111.79,33.28
1,Gillette, NJ,-74.48,40.67
2,Gillette, WY,-105.49,44.27
6,Gilroy, CA,-121.59,37.01
2,Gladstone, MO,-94.55,39.21
1,Gladstone, OR,-122.58,45.38
3,Glastonbury, CT,-72.62,41.72
5,Glen Allen, VA,-77.61,37.65
4,Glen Burnie, MD,-76.6,39.14
2,Glen Cove, NY,-73.63,40.87
3,Glen Ellyn, IL,-88.07,41.84
3,Glen Mills, PA,-75.53,39.88
1,Glen Ridge, NJ,-74.2,40.8
1,Glen Rock, NJ,-74.13,40.96
1,Glencoe, IL,-87.76,42.13
2,Glendale Heights, IL,-88.08,41.94
18,Glendale, AZ,-112.23,33.64
16,Glendale, CA,-118.26,34.13
2,Glendale, CO,-104.94,39.71
1,Glendale, NY,-73.87,40.71
1,Glendale, WI,-87.91,43.12
4,Glendora, CA,-117.86,34.14
1,Glenmont, NY,-73.79,42.6
1,Glenpool, OK,-96.01,35.99
5,Glenview, IL,-87.8,42.08
1,Glenville, NY,-73.93,42.87
5,Glenwood Springs, CO,-107.33,39.54
1,Gloucester Township, NJ,-75.05,39.78
2,Gloucester, VA,-76.53,37.4
1,Gold Canyon, AZ,-111.47,33.37
1,Gold River, CA,-121.26,38.63
1,Golden Valley, MN,-93.38,44.98
7,Golden, CO,-105.22,39.75
3,Goldsboro, NC,-77.94,35.38
2,Goleta, CA,-119.87,34.43
1,Gonzales, CA,-121.44,36.51
1,Gonzales, LA,-90.95,30.21
1,Goodletsville, TN,-86.7,36.33
7,Goodyear, AZ,-112.41,33.44
3,Goshen, IN,-85.86,41.6
1,Grafton, VA,-76.47,37.17
2,Grafton, WI,-87.93,43.32
2,Graham, WA,-122.29,47.05
6,Granada Hills, CA,-118.53,34.26
3,Granbury, TX,-97.78,32.43
1,Granby, CO,-105.93,40.06
1,Granby, CT,-72.79,41.95
1,Grand Blanc, MI,-83.63,42.93
1,Grand Chute, WI,-88.46,44.26
3,Grand Forks, ND,-97.08,47.89
3,Grand Haven, MI,-86.22,43.07
1,Grand Island, NE,-98.38,40.92
14,Grand Junction, CO,-108.59,39.08
6,Grand Prairie, TX,-97.0,32.67
23,Grand Rapids, MI,-85.54,42.91
1,Grand Rapids, MN,-93.53,47.21
1,Grandview, MO,-94.52,38.88
1,Grandview, WA,-119.89,46.26
4,Grandville, MI,-85.75,42.89
2,Granger, IN,-86.12,41.75
2,Granite Bay, CA,-121.22,38.74
3,Grants Pass, OR,-123.32,42.43
8,Grapevine, TX,-97.09,32.93
2,Grass Valley, CA,-121.06,39.2
1,Gray, GA,-83.55,33.01
1,Grayslake, IL,-88.03,42.34
5,Great Falls, MT,-111.27,47.49
1,Great Falls, VA,-77.29,39.0
2,Great Neck, NY,-73.73,40.77
2,Greece, NY,-77.67,43.21
8,Greeley, CO,-104.75,40.39
3,Green Bay, WI,-87.98,44.46
1,Green Brook, NJ,-74.5,40.59
1,Green Valley, AZ,-111.0,31.85
1,Green, OH,-81.46,40.96
3,Greenacres, FL,-80.15,26.62
3,Greenbelt, MD,-76.91,39.0
1,Greenbrae, CA,-122.52,37.95
1,Greencastle, IN,-86.86,39.64
2,Greendale, WI,-88.0,42.95
1,Greenfield, IN,-85.77,39.81
1,Greenfield, WI,-88.01,42.96
1,Greenland, NH,-70.82,43.05
19,Greensboro, NC,-79.87,36.15
2,Greensburg, PA,-79.5,40.3
1,Greenvale, NY,-73.63,40.81
1,Greenville, DE,-75.6,39.78
9,Greenville, NC,-77.37,35.61
12,Greenville, SC,-82.26,34.86
1,Greenville, TX,-96.11,33.09
2,Greenwich, CT,-73.63,41.02
7,Greenwood Village, CO,-104.88,39.63
8,Greenwood, IN,-86.16,39.62
2,Greenwood, SC,-82.17,34.2
2,Greer, SC,-82.27,34.94
6,Gresham, OR,-122.41,45.5
1,Gretna, LA,-90.03,29.89
1,Gridley, CA,-121.69,39.37
2,Griffin, GA,-84.3,33.17
1,Grosse Ile, MI,-83.16,42.13
3,Grosse Pointe, MI,-82.92,42.38
3,Groton, CT,-72.07,41.37
4,Grove City, OH,-83.06,39.88
1,Grove City, PA,-80.16,41.14
1,Grover Beach, CA,-120.61,35.12
1,Guerneville, CA,-123.0,38.5
1,Guilderland, NY,-73.89,42.7
2,Gulf Breeze, FL,-87.17,30.36
1,Gulf Shores, AL,-87.68,30.3
1,Gulfport, MS,-89.1,30.44
1,Gunnison, CO,-106.93,38.55
6,Gurnee, IL,-87.96,42.38
1,Gustine, CA,-121.02,37.1
2,Hacienda Heights, CA,-117.96,34.02
3,Hackensack, NJ,-74.03,40.91
2,Hackettstown, NJ,-74.81,40.85
1,Haddonfield, NJ,-75.03,39.9
1,Hadley, MA,-72.55,42.36
4,Hagerstown, MD,-77.75,39.66
1,Hailey, ID,-114.32,43.53
1,Hainesville, IL,-88.07,42.35
1,Hales Corners, WI,-88.05,42.94
1,Half Moon Bay, CA,-122.43,37.47
1,Hallandale Beach, FL,-80.13,25.99
1,Haltom City, TX,-97.26,32.86
1,Hamden, CT,-72.92,41.37
1,Hamilton, NJ,-74.69,40.21
2,Hamilton, OH,-84.46,39.36
1,Hammond, IN,-87.48,41.57
3,Hammond, LA,-90.49,30.5
1,Hammonton, NJ,-74.74,39.55
1,Hampton Bays, NY,-72.52,40.88
5,Hampton, VA,-76.33,37.06
3,Hanford, CA,-119.65,36.33
1,Hannacroix, NY,-73.9,42.41
1,Hanover Park, IL,-88.15,41.99
2,Hanover, MA,-70.84,42.14
6,Hanover, MD,-76.74,39.15
1,Hanover, NH,-72.29,43.7
2,Hanover, PA,-76.99,39.83
5,Happy Valley, OR,-122.58,45.45
1,Harahan, LA,-90.19,29.96
3,Harbor City, CA,-118.31,33.78
2,Harker Heights, TX,-97.67,31.07
4,Harlingen, TX,-97.72,26.19
1,Harper Woods, MI,-82.93,42.45
1,Harriman, TN,-84.55,35.89
1,Harrisburg, NC,-80.67,35.32
6,Harrisburg, PA,-76.86,40.33
1,Harrison, OH,-84.79,39.25
6,Harrisonburg, VA,-78.88,38.43
1,Harrisonville, MO,-94.36,38.65
3,Hartford, CT,-72.68,41.75
2,Hartsdale, NY,-73.8,41.01
1,Harvey, LA,-90.06,29.9
1,Harwich, MA,-70.02,41.71
1,Harwood Heights, IL,-87.81,41.97
1,Hasbrouck Heights, NJ,-74.07,40.86
1,Hastings On Hudson, NY,-73.87,40.99
1,Hastings, MN,-92.89,44.74
3,Hattiesburg, MS,-89.33,31.33
1,Hauppauge, NY,-73.2,40.83
2,Haverhill, MA,-71.12,42.79
1,Haverton, PA,-75.3,39.97
1,Havertown, PA,-75.32,39.97
1,Hawaiian Gardens, CA,-118.07,33.83
6,Hawthorne, CA,-118.37,33.9
1,Hayden, ID,-116.79,47.74
1,Hayesville, NC,-83.8,35.03
2,Haymarket, VA,-77.64,38.82
2,Hays, KS,-99.34,38.87
12,Hayward, CA,-122.12,37.67
1,Hazelwood, MO,-90.35,38.79
2,Healdsburg, CA,-122.87,38.61
1,Heath, OH,-82.44,40.03
1,Heber City, UT,-111.41,40.51
5,Hebron, KY,-84.71,39.08
3,Helena, MT,-112.03,46.6
1,Hellertown, PA,-75.34,40.56
1,Helotes, TX,-98.68,29.56
4,Hemet, CA,-116.97,33.73
25,Henderson, NV,-115.1,35.98
3,Hendersonville, NC,-82.47,35.33
4,Hendersonville, TN,-86.62,36.3
2,Henrico, VA,-77.51,37.64
2,Henrietta, NY,-77.61,43.09
2,Hercules, CA,-122.26,38.02
2,Hermiston, OR,-119.29,45.83
