,City_x_x,2019,2020,2021,State/Province_x,City_State_x,Matched_Index,Count,City_y,State/Province_y,Longitude,Latitude,City_State_y,City_State,matches,SUMLEV,CBSA,City,State,LSAD,DATE,POPESTIMATE,POPEST_MALE,POPEST_FEMALE,UNDER5_TOTAL,UNDER5_MALE,UNDER5_FEMALE,AGE513_TOTAL,AGE513_MALE,AGE513_FEMALE,AGE1417_TOTAL,AGE1417_MALE,AGE1417_FEMALE,AGE1824_TOTAL,AGE1824_MALE,AGE1824_FEMALE,AGE16PLUS_TOTAL,AGE16PLUS_MALE,AGE16PLUS_FEMALE,AGE18PLUS_TOTAL,AGE18PLUS_MALE,AGE18PLUS_FEMALE,AGE1544_TOTAL,AGE1544_MALE,AGE1544_FEMALE,AGE2544_TOTAL,AGE2544_MALE,AGE2544_FEMALE,AGE4564_TOTAL,AGE4564_MALE,AGE4564_FEMALE,AGE65PLUS_TOTAL,AGE65PLUS_MALE,AGE65PLUS_FEMALE,AGE04_TOTAL,AGE04_MALE,AGE04_FEMALE,AGE59_TOTAL,AGE59_MALE,AGE59_FEMALE,AGE1014_TOTAL,AGE1014_MALE,AGE1014_FEMALE,AGE1519_TOTAL,AGE1519_MALE,AGE1519_FEMALE,AGE2024_TOTAL,AGE2024_MALE,AGE2024_FEMALE,AGE2529_TOTAL,AGE2529_MALE,AGE2529_FEMALE,AGE3034_TOTAL,AGE3034_MALE,AGE3034_FEMALE,AGE3539_TOTAL,AGE3539_MALE,AGE3539_FEMALE,AGE4044_TOTAL,AGE4044_MALE,AGE4044_FEMALE,AGE4549_TOTAL,AGE4549_MALE,AGE4549_FEMALE,AGE5054_TOTAL,AGE5054_MALE,AGE5054_FEMALE,AGE5559_TOTAL,AGE5559_MALE,AGE5559_FEMALE,AGE6064_TOTAL,AGE6064_MALE,AGE6064_FEMALE,AGE6569_TOTAL,AGE6569_MALE,AGE6569_FEMALE,AGE7074_TOTAL,AGE7074_MALE,AGE7074_FEMALE,AGE7579_TOTAL,AGE7579_MALE,AGE7579_FEMALE,AGE8084_TOTAL,AGE8084_MALE,AGE8084_FEMALE,AGE85PLUS_TOTAL,AGE85PLUS_MALE,AGE85PLUS_FEMALE,MEDIAN_AGE_TOTAL,MEDIAN_AGE_MALE,MEDIAN_AGE_FEMALE,City_x_y,State_x,nb_personne_starbucks,smh,smf,age_homme,age_femme
248,Watsonville,70129,77181.0,85554.0,CA,"Watsonville, CA",3384,2,Watsonville, CA,-121.77,36.92,"Watsonville,  CA","Watsonville,  CA",Watsonville,310.0,42100.0,Watsonville,CA,Metropolitan Statistical Area,3.0,267792.0,133004.0,134788.0,11880.0,6050.0,5830.0,25555.0,13120.0,12435.0,12365.0,6321.0,6044.0,39108.0,19165.0,19943.0,224153.0,110644.0,113509.0,217992.0,107513.0,110479.0,112309.0,56403.0,55906.0,63974.0,32561.0,31413.0,65975.0,32915.0,33060.0,48935.0,22872.0,26063.0,11880.0,6050.0,5830.0,13892.0,7105.0,6787.0,14801.0,7659.0,7142.0,22216.0,10848.0,11368.0,26119.0,12994.0,13125.0,16252.0,8353.0,7899.0,15725.0,8112.0,7613.0,16059.0,8133.0,7926.0,15938.0,7963.0,7975.0,15154.0,7678.0,7476.0,16637.0,8484.0,8153.0,16706.0,8219.0,8487.0,17478.0,8534.0,8944.0,16942.0,8228.0,8714.0,14443.0,7102.0,7341.0,8303.0,3834.0,4469.0,4590.0,2035.0,2555.0,4657.0,1673.0,2984.0,39.1,38.3,39.8,Watsonville,CA,133896.0,94338.4392954811,76885.8280258171,37.55153228474332,38.921298631925694
249,SantaFe,61879,65042.0,69528.0,NM,"SantaFe, NM",2848,10,Santa Fe, NM,-105.95,35.68,"Santa Fe,  NM","Santa Fe,  NM",Santa Fe,310.0,42140.0,Santa Fe,NM,Metropolitan Statistical Area,3.0,155201.0,75724.0,79477.0,5936.0,3049.0,2887.0,13219.0,6696.0,6523.0,7020.0,3444.0,3576.0,10988.0,5620.0,5368.0,132532.0,64236.0,68296.0,129026.0,62535.0,66491.0,51544.0,26133.0,25411.0,35275.0,17951.0,17324.0,41435.0,19996.0,21439.0,41328.0,18968.0,22360.0,5936.0,3049.0,2887.0,6799.0,3487.0,3312.0,8159.0,4091.0,4068.0,8447.0,4171.0,4276.0,7822.0,4011.0,3811.0,8179.0,4139.0,4040.0,8849.0,4478.0,4371.0,9351.0,4822.0,4529.0,8896.0,4512.0,4384.0,8616.0,4297.0,4319.0,9623.0,4793.0,4830.0,10854.0,5161.0,5693.0,12342.0,5745.0,6597.0,13053.0,5938.0,7115.0,12828.0,6085.0,6743.0,7935.0,3722.0,4213.0,4181.0,1935.0,2246.0,3331.0,1288.0,2043.0,48.1,46.3,49.7,Santa Fe,NM,15520.1,76804.18187464988,62595.408227839645,42.74896994347895,44.68723026787624
250,SantaBarbara,63586,69457.0,73995.0,CA,"SantaBarbara, CA",2843,10,Santa Barbara, CA,-119.65,34.42,"Santa Barbara,  CA","Santa Barbara,  CA",Santa Barbara,310.0,42200.0,Santa Barbara,CA,Metropolitan Statistical Area,3.0,446475.0,224232.0,222243.0,26713.0,13562.0,13151.0,50148.0,25774.0,24374.0,22626.0,11456.0,11170.0,67970.0,33707.0,34263.0,358188.0,179093.0,179095.0,346988.0,173440.0,173548.0,196574.0,101012.0,95562.0,111722.0,58774.0,52948.0,95899.0,48256.0,47643.0,71397.0,32703.0,38694.0,26713.0,13562.0,13151.0,27659.0,14295.0,13364.0,28233.0,14404.0,13829.0,37228.0,18219.0,19009.0,47624.0,24019.0,23605.0,31379.0,16445.0,14934.0,28276.0,14968.0,13308.0,27158.0,14356.0,12802.0,24909.0,13005.0,11904.0,22706.0,11676.0,11030.0,23632.0,12100.0,11532.0,24640.0,12250.0,12390.0,24921.0,12230.0,12691.0,22247.0,10741.0,11506.0,18799.0,8940.0,9859.0,12568.0,5760.0,6808.0,8445.0,3702.0,4743.0,9338.0,3560.0,5778.0,34.3,33.6,35.0,Santa Barbara,CA,44647.5,81500.18244891403,66422.64869586493,34.63552481358593,36.15745377807175
251,Petaluma,66715,73526.0,81006.0,CA,"Petaluma, CA",2518,8,Petaluma, CA,-122.63,38.24,"Petaluma,  CA","Petaluma,  CA",Petaluma,310.0,42220.0,Petaluma,CA,Metropolitan Statistical Area,3.0,485887.0,238854.0,247033.0,22218.0,11410.0,10808.0,47063.0,23992.0,23071.0,23583.0,12098.0,11485.0,38027.0,19046.0,18981.0,404773.0,197396.0,207377.0,393023.0,191354.0,201669.0,180018.0,91346.0,88672.0,124325.0,63232.0,61093.0,128053.0,62953.0,65100.0,102618.0,46123.0,56495.0,22218.0,11410.0,10808.0,24900.0,12605.0,12295.0,28080.0,14417.0,13663.0,29444.0,14870.0,14574.0,26249.0,13244.0,13005.0,28777.0,14687.0,14090.0,31543.0,16141.0,15402.0,32521.0,16492.0,16029.0,31484.0,15912.0,15572.0,28548.0,14484.0,14064.0,31318.0,15712.0,15606.0,33441.0,16207.0,17234.0,34746.0,16550.0,18196.0,33207.0,15558.0,17649.0,29858.0,13778.0,16080.0,18612.0,8454.0,10158.0,10486.0,4520.0,5966.0,10455.0,3813.0,6642.0,43.0,41.7,44.3,Petaluma,CA,60735.875,89416.22793706281,72874.22576870618,39.48332454135162,41.68721992608275
252,Savannah,47046,50432.0,53570.0,GA,"Savannah, GA",2862,15,Savannah, GA,-81.23,32.14,"Savannah,  GA","Savannah,  GA",Savannah,310.0,42340.0,Savannah,GA,Metropolitan Statistical Area,3.0,410008.0,199276.0,210732.0,24545.0,12624.0,11921.0,46948.0,24171.0,22777.0,21181.0,10696.0,10485.0,40564.0,20021.0,20543.0,327718.0,156990.0,170728.0,317334.0,151785.0,165549.0,174187.0,85881.0,88306.0,117896.0,57949.0,59947.0,96711.0,46400.0,50311.0,62163.0,27415.0,34748.0,24545.0,12624.0,11921.0,26050.0,13425.0,12625.0,26352.0,13531.0,12821.0,27742.0,13683.0,14059.0,28549.0,14249.0,14300.0,30604.0,15245.0,15359.0,31120.0,15260.0,15860.0,29572.0,14618.0,14954.0,26600.0,12826.0,13774.0,23621.0,11579.0,12042.0,24061.0,11718.0,12343.0,24848.0,11822.0,13026.0,24181.0,11281.0,12900.0,21065.0,9555.0,11510.0,17482.0,7967.0,9515.0,11028.0,4917.0,6111.0,6622.0,2811.0,3811.0,5966.0,2165.0,3801.0,36.7,35.5,37.8,Savannah,GA,27333.866666666665,59198.899862105434,48247.10338761593,34.82706898974287,37.057974109295216
253,Bellevue,77788,82342.0,89274.0,WA,"Bellevue, WA",224,29,Bellevue, WA,-122.15,47.6,"Bellevue,  WA","Bellevue,  WA",Bellevue,310.0,42660.0,Bellevue,WA,Metropolitan Statistical Area,3.0,4011553.0,2026630.0,1984923.0,225733.0,115623.0,110110.0,431972.0,221053.0,210919.0,188533.0,96622.0,91911.0,317628.0,163972.0,153656.0,3257954.0,1640700.0,1617254.0,3165315.0,1593332.0,1571983.0,1751167.0,907007.0,844160.0,1293758.0,671421.0,622337.0,990854.0,502969.0,487885.0,563075.0,254970.0,308105.0,225733.0,115623.0,110110.0,238787.0,122362.0,116425.0,241937.0,123699.0,118238.0,224167.0,114465.0,109702.0,233242.0,121121.0,112121.0,318165.0,166028.0,152137.0,356371.0,185275.0,171096.0,331864.0,172094.0,159770.0,287358.0,148024.0,139334.0,252499.0,129012.0,123487.0,258424.0,132471.0,125953.0,246068.0,124869.0,121199.0,233863.0,116617.0,117246.0,196054.0,94167.0,101887.0,154538.0,71698.0,82840.0,96762.0,43632.0,53130.0,57965.0,24588.0,33377.0,57756.0,20885.0,36871.0,37.5,36.8,38.2,Bellevue,WA,138329.41379310345,98269.41556143555,80089.57368256997,35.7364205602404,37.26471303924636
254,Sheboygan,52696,55282.0,58425.0,WI,"Sheboygan, WI",2917,3,Sheboygan, WI,-87.72,43.76,"Sheboygan,  WI","Sheboygan,  WI",Sheboygan,310.0,43100.0,Sheboygan,WI,Metropolitan Statistical Area,3.0,117747.0,59880.0,57867.0,6229.0,3235.0,2994.0,12974.0,6623.0,6351.0,6455.0,3304.0,3151.0,9537.0,5124.0,4413.0,95272.0,48355.0,46917.0,92089.0,46718.0,45371.0,42615.0,22425.0,20190.0,28272.0,14840.0,13432.0,31885.0,16365.0,15520.0,22395.0,10389.0,12006.0,6229.0,3235.0,2994.0,6845.0,3508.0,3337.0,7778.0,3958.0,3820.0,7427.0,3887.0,3540.0,6916.0,3698.0,3218.0,7195.0,3802.0,3393.0,6593.0,3473.0,3120.0,7333.0,3808.0,3525.0,7151.0,3757.0,3394.0,6760.0,3462.0,3298.0,7661.0,4061.0,3600.0,8690.0,4440.0,4250.0,8774.0,4402.0,4372.0,7587.0,3780.0,3807.0,6088.0,2937.0,3151.0,3833.0,1729.0,2104.0,2482.0,1072.0,1410.0,2405.0,871.0,1534.0,41.7,40.7,42.9,Sheboygan,WI,39249.0,64268.17380961357,52378.56165483505,38.115948563794255,39.87035788964349
255,BossierCity,47762,51262.0,55198.0,LA,"BossierCity, LA",313,4,Bossier City, LA,-93.7,32.53,"Bossier City,  LA","Bossier City,  LA",Bossier City,310.0,43340.0,Bossier City,LA,Metropolitan Statistical Area,3.0,389155.0,187773.0,201382.0,24140.0,12272.0,11868.0,47746.0,24252.0,23494.0,21232.0,10814.0,10418.0,32735.0,16828.0,15907.0,306471.0,145763.0,160708.0,296037.0,140435.0,155602.0,151366.0,74712.0,76654.0,102875.0,49860.0,53015.0,92878.0,44415.0,48463.0,67549.0,29332.0,38217.0,24140.0,12272.0,11868.0,26356.0,13335.0,13021.0,26866.0,13707.0,13159.0,24774.0,12773.0,12001.0,23717.0,12079.0,11638.0,24977.0,12273.0,12704.0,26674.0,12746.0,13928.0,26548.0,12841.0,13707.0,24676.0,12000.0,12676.0,21897.0,10560.0,11337.0,22227.0,10622.0,11605.0,23831.0,11496.0,12335.0,24923.0,11737.0,13186.0,22483.0,10298.0,12185.0,18449.0,8334.0,10115.0,11555.0,5014.0,6541.0,7729.0,3094.0,4635.0,7333.0,2592.0,4741.0,38.2,36.8,39.5,Bossier City,LA,97288.75,61041.82605292259,49749.08823313191,35.47514285866445,38.061187196472375
256,Douglas,41557,46909.0,49096.0,AZ,"Douglas, AZ",2275,2,Nogales, AZ,-110.94,31.37,"Nogales,  AZ","Nogales,  AZ","Douglas, Douglas",310.0,35700.0,Nogales,AZ,Micropolitan Statistical Area,3.0,47883.0,23249.0,24634.0,3162.0,1630.0,1532.0,6293.0,3195.0,3098.0,3111.0,1557.0,1554.0,4268.0,2174.0,2094.0,36846.0,17631.0,19215.0,35317.0,16867.0,18450.0,17420.0,8566.0,8854.0,10835.0,5240.0,5595.0,11039.0,5233.0,5806.0,9175.0,4220.0,4955.0,3162.0,1630.0,1532.0,3396.0,1738.0,1658.0,3691.0,1862.0,1829.0,3623.0,1778.0,1845.0,2962.0,1548.0,1414.0,2884.0,1406.0,1478.0,2717.0,1361.0,1356.0,2556.0,1224.0,1332.0,2678.0,1249.0,1429.0,2673.0,1229.0,1444.0,2697.0,1304.0,1393.0,2738.0,1300.0,1438.0,2931.0,1400.0,1531.0,2857.0,1269.0,1588.0,2510.0,1180.0,1330.0,1811.0,884.0,927.0,1130.0,517.0,613.0,867.0,370.0,497.0,37.9,36.1,39.5,Nogales,AZ,23941.5,54260.24796823872,44222.102094114554,35.45915953374339,37.399650889015184
257,SiouxCity,51981,55534.0,59993.0,IANESD,"SiouxCity, IANESD",2957,11,Sioux Falls, SD,-96.77,43.51,"Sioux Falls,  SD","Sioux Falls,  SD",Sioux City,310.0,43620.0,Sioux Falls,SD,Metropolitan Statistical Area,3.0,281958.0,142721.0,139237.0,19639.0,10062.0,9577.0,37158.0,19194.0,17964.0,15843.0,8155.0,7688.0,23415.0,11862.0,11553.0,217036.0,109305.0,107731.0,209318.0,105310.0,104008.0,116253.0,59934.0,56319.0,81097.0,42027.0,39070.0,64990.0,33077.0,31913.0,39816.0,18344.0,21472.0,19639.0,10062.0,9577.0,20467.0,10570.0,9897.0,20793.0,10734.0,10059.0,18187.0,9356.0,8831.0,16969.0,8551.0,8418.0,19915.0,10177.0,9738.0,20889.0,10760.0,10129.0,21286.0,11146.0,10140.0,19007.0,9944.0,9063.0,15773.0,8150.0,7623.0,15637.0,8113.0,7524.0,16719.0,8414.0,8305.0,16861.0,8400.0,8461.0,14775.0,7222.0,7553.0,11240.0,5540.0,5700.0,5990.0,2710.0,3280.0,3592.0,1465.0,2127.0,4219.0,1407.0,2812.0,36.0,35.5,36.4,Sioux Falls,SD,25632.545454545456,66024.83249408063,53810.23848267571,33.90492639485429,35.363229601327234
258,SiouxFalls,63690,67689.0,71570.0,SD,"SiouxFalls, SD",2957,11,Sioux Falls, SD,-96.77,43.51,"Sioux Falls,  SD","Sioux Falls,  SD",Sioux Falls,310.0,43620.0,Sioux Falls,SD,Metropolitan Statistical Area,3.0,281958.0,142721.0,139237.0,19639.0,10062.0,9577.0,37158.0,19194.0,17964.0,15843.0,8155.0,7688.0,23415.0,11862.0,11553.0,217036.0,109305.0,107731.0,209318.0,105310.0,104008.0,116253.0,59934.0,56319.0,81097.0,42027.0,39070.0,64990.0,33077.0,31913.0,39816.0,18344.0,21472.0,19639.0,10062.0,9577.0,20467.0,10570.0,9897.0,20793.0,10734.0,10059.0,18187.0,9356.0,8831.0,16969.0,8551.0,8418.0,19915.0,10177.0,9738.0,20889.0,10760.0,10129.0,21286.0,11146.0,10140.0,19007.0,9944.0,9063.0,15773.0,8150.0,7623.0,15637.0,8113.0,7524.0,16719.0,8414.0,8305.0,16861.0,8400.0,8461.0,14775.0,7222.0,7553.0,11240.0,5540.0,5700.0,5990.0,2710.0,3280.0,3592.0,1465.0,2127.0,4219.0,1407.0,2812.0,36.0,35.5,36.4,Sioux Falls,SD,25632.545454545456,78765.8103712325,64194.13545255448,33.90492639485429,35.363229601327234
259,Mishawaka,47524,50681.0,56109.0,INMI,"Mishawaka, INMI",2080,6,Mishawaka, IN,-86.19,41.72,"Mishawaka,  IN","Mishawaka,  IN",Mishawaka,310.0,43780.0,Mishawaka,IN,Metropolitan Statistical Area,3.0,323695.0,159497.0,164198.0,19414.0,10040.0,9374.0,37299.0,19066.0,18233.0,17647.0,9207.0,8440.0,33706.0,16461.0,17245.0,258171.0,125867.0,132304.0,249335.0,121184.0,128151.0,127904.0,64012.0,63892.0,80972.0,40607.0,40365.0,78444.0,38597.0,39847.0,56213.0,25519.0,30694.0,19414.0,10040.0,9374.0,20300.0,10400.0,9900.0,21420.0,10929.0,10491.0,23550.0,11972.0,11578.0,23382.0,11433.0,11949.0,21191.0,10652.0,10539.0,20539.0,10219.0,10320.0,19932.0,10103.0,9829.0,19310.0,9633.0,9677.0,17975.0,8816.0,9159.0,19480.0,9675.0,9805.0,20247.0,9901.0,10346.0,20742.0,10205.0,10537.0,19130.0,9194.0,9936.0,15453.0,7275.0,8178.0,9487.0,4308.0,5179.0,5954.0,2530.0,3424.0,6189.0,2212.0,3977.0,38.0,37.0,39.0,Mishawaka,IN,53949.166666666664,61919.75891247453,50464.603513666734,35.90562204931754,37.847288030304874
260,Spartanburg,45010,47641.0,50596.0,SC,"Spartanburg, SC",3030,4,Spartanburg, SC,-81.99,34.94,"Spartanburg,  SC","Spartanburg,  SC",Spartanburg,310.0,43900.0,Spartanburg,SC,Metropolitan Statistical Area,3.0,335864.0,164064.0,171800.0,20392.0,10508.0,9884.0,39446.0,20008.0,19438.0,18328.0,9409.0,8919.0,29651.0,14757.0,14894.0,266626.0,128693.0,137933.0,257698.0,124139.0,133559.0,131278.0,64949.0,66329.0,88098.0,43227.0,44871.0,85051.0,41803.0,43248.0,54898.0,24352.0,30546.0,20392.0,10508.0,9884.0,21070.0,10828.0,10242.0,23175.0,11624.0,11551.0,22395.0,11375.0,11020.0,20785.0,10347.0,10438.0,22830.0,11324.0,11506.0,24050.0,11625.0,12425.0,21082.0,10369.0,10713.0,20136.0,9909.0,10227.0,20199.0,9931.0,10268.0,22031.0,10919.0,11112.0,22289.0,11043.0,11246.0,20532.0,9910.0,10622.0,18218.0,8489.0,9729.0,15525.0,7109.0,8416.0,10076.0,4500.0,5576.0,6230.0,2592.0,3638.0,4849.0,1662.0,3187.0,38.1,37.1,39.1,Spartanburg,SC,83966.0,55884.369441037095,45545.76109444523,35.66780646576946,37.67681024447032
261,SpokaneValley,45651,49153.0,53278.0,WA,"SpokaneValley, WA",3034,3,Spokane Valley, WA,-117.28,47.68,"Spokane Valley,  WA","Spokane Valley,  WA",Spokane Valley,310.0,44060.0,Spokane Valley,WA,Metropolitan Statistical Area,3.0,593466.0,296585.0,296881.0,32549.0,16601.0,15948.0,66131.0,34025.0,32106.0,30185.0,15481.0,14704.0,52308.0,26881.0,25427.0,479400.0,238049.0,241351.0,464601.0,230478.0,234123.0,238978.0,122333.0,116645.0,164297.0,83996.0,80301.0,144493.0,71640.0,72853.0,103503.0,47961.0,55542.0,32549.0,16601.0,15948.0,36360.0,18749.0,17611.0,37583.0,19301.0,18282.0,37192.0,19032.0,18160.0,37489.0,19305.0,18184.0,42132.0,21577.0,20555.0,44138.0,22653.0,21485.0,41075.0,20959.0,20116.0,36952.0,18807.0,18145.0,32997.0,16718.0,16279.0,35249.0,17706.0,17543.0,37172.0,18190.0,18982.0,39075.0,19026.0,20049.0,35774.0,17191.0,18583.0,29457.0,14086.0,15371.0,17782.0,8248.0,9534.0,10726.0,4777.0,5949.0,9764.0,3659.0,6105.0,38.6,37.6,39.5,Spokane Valley,WA,197822.0,58711.52473865063,47849.89266200026,36.66754556029469,38.38630292945658
262,Springfield,49276,52904.0,57126.0,IL,"Springfield, IL",3043,7,Springfield, IL,-89.7,39.77,"Springfield,  IL","Springfield,  IL","Springfield, Springfield",310.0,44100.0,Springfield,IL,Metropolitan Statistical Area,3.0,206898.0,99994.0,106904.0,11553.0,5954.0,5599.0,22845.0,11795.0,11050.0,11199.0,5718.0,5481.0,16410.0,8247.0,8163.0,166960.0,79445.0,87515.0,161301.0,76527.0,84774.0,76356.0,37464.0,38892.0,51536.0,24893.0,26643.0,54266.0,26479.0,27787.0,39089.0,16908.0,22181.0,11553.0,5954.0,5599.0,12215.0,6322.0,5893.0,13419.0,6867.0,6552.0,13000.0,6687.0,6313.0,11820.0,5884.0,5936.0,12187.0,5892.0,6295.0,12789.0,6098.0,6691.0,13427.0,6427.0,7000.0,13133.0,6476.0,6657.0,11971.0,5861.0,6110.0,13094.0,6427.0,6667.0,14575.0,7133.0,7442.0,14626.0,7058.0,7568.0,12859.0,5974.0,6885.0,11053.0,4995.0,6058.0,6570.0,2831.0,3739.0,4348.0,1745.0,2603.0,4259.0,1363.0,2896.0,41.1,39.9,42.3,Springfield,IL,29556.85714285714,63163.7833664207,51478.48344363287,37.3218893133588,39.989392352016765
263,Springfield,53846,58312.0,61523.0,MA,"Springfield, MA",3044,1,Springfield, MA,-72.59,42.1,"Springfield,  MA","Springfield,  MA","Springfield, Springfield",310.0,44140.0,Springfield,MA,Metropolitan Statistical Area,3.0,695305.0,335193.0,360112.0,32138.0,16430.0,15708.0,67211.0,34686.0,32525.0,33468.0,17189.0,16279.0,87601.0,41612.0,45989.0,579433.0,275578.0,303855.0,562488.0,266888.0,295600.0,281938.0,137687.0,144251.0,169125.0,83159.0,85966.0,176545.0,84685.0,91860.0,129217.0,57432.0,71785.0,32138.0,16430.0,15708.0,36169.0,18584.0,17585.0,39298.0,20375.0,18923.0,53434.0,25977.0,27457.0,59379.0,28551.0,30828.0,43168.0,21614.0,21554.0,43793.0,21726.0,22067.0,42473.0,20834.0,21639.0,39691.0,18985.0,20706.0,37744.0,18037.0,19707.0,43358.0,20846.0,22512.0,47328.0,22733.0,24595.0,48115.0,23069.0,25046.0,43246.0,20388.0,22858.0,35901.0,16619.0,19282.0,22297.0,10123.0,12174.0,13323.0,5453.0,7870.0,14450.0,4849.0,9601.0,39.7,38.4,41.0,Springfield,MA,695305.0,68042.49903465058,55454.636713240216,37.574093134403164,39.774297996178966
264,Springfield,43345,45642.0,48664.0,MO,"Springfield, MO",3045,17,Springfield, MO,-93.27,37.16,"Springfield,  MO","Springfield,  MO","Springfield, Springfield",310.0,44180.0,Springfield,MO,Metropolitan Statistical Area,3.0,481483.0,237030.0,244453.0,28292.0,14566.0,13726.0,54895.0,28133.0,26762.0,25115.0,12977.0,12138.0,54745.0,26829.0,27916.0,385566.0,187751.0,197815.0,373181.0,181354.0,191827.0,197265.0,98993.0,98272.0,123837.0,62504.0,61333.0,113327.0,55964.0,57363.0,81272.0,36057.0,45215.0,28292.0,14566.0,13726.0,30057.0,15357.0,14700.0,31270.0,16093.0,15177.0,32443.0,16368.0,16075.0,40985.0,20121.0,20864.0,32639.0,16472.0,16167.0,30812.0,15407.0,15405.0,30952.0,15615.0,15337.0,29434.0,15010.0,14424.0,26739.0,13457.0,13282.0,27890.0,14023.0,13867.0,29144.0,14253.0,14891.0,29554.0,14231.0,15323.0,25718.0,12044.0,13674.0,21985.0,10131.0,11854.0,14890.0,6691.0,8199.0,9553.0,3965.0,5588.0,9126.0,3226.0,5900.0,37.3,36.3,38.3,Springfield,MO,28322.529411764706,53708.64151528085,43772.542834953885,35.54982491667722,37.68216385153792
265,Springfield,41168,44990.0,47929.0,OH,"Springfield, OH",3045,17,Springfield, MO,-93.27,37.16,"Springfield,  MO","Springfield,  MO","Springfield, Springfield",310.0,44180.0,Springfield,MO,Metropolitan Statistical Area,3.0,481483.0,237030.0,244453.0,28292.0,14566.0,13726.0,54895.0,28133.0,26762.0,25115.0,12977.0,12138.0,54745.0,26829.0,27916.0,385566.0,187751.0,197815.0,373181.0,181354.0,191827.0,197265.0,98993.0,98272.0,123837.0,62504.0,61333.0,113327.0,55964.0,57363.0,81272.0,36057.0,45215.0,28292.0,14566.0,13726.0,30057.0,15357.0,14700.0,31270.0,16093.0,15177.0,32443.0,16368.0,16075.0,40985.0,20121.0,20864.0,32639.0,16472.0,16167.0,30812.0,15407.0,15405.0,30952.0,15615.0,15337.0,29434.0,15010.0,14424.0,26739.0,13457.0,13282.0,27890.0,14023.0,13867.0,29144.0,14253.0,14891.0,29554.0,14231.0,15323.0,25718.0,12044.0,13674.0,21985.0,10131.0,11854.0,14890.0,6691.0,8199.0,9553.0,3965.0,5588.0,9126.0,3226.0,5900.0,37.3,36.3,38.3,Springfield,MO,28322.529411764706,52897.449432555804,43111.421287532976,35.54982491667722,37.68216385153792
266,Staunton,45236,48204.0,51965.0,VA,"Staunton, VA",3090,1,Staunton, VA,-79.04,38.13,"Staunton,  VA","Staunton,  VA",Staunton,310.0,44420.0,Staunton,VA,Metropolitan Statistical Area,3.0,125774.0,62265.0,63509.0,6364.0,3180.0,3184.0,12373.0,6312.0,6061.0,6030.0,3109.0,2921.0,9372.0,4711.0,4661.0,104050.0,51222.0,52828.0,101007.0,49664.0,51343.0,45541.0,23317.0,22224.0,31636.0,16273.0,15363.0,33628.0,16717.0,16911.0,26371.0,11963.0,14408.0,6364.0,3180.0,3184.0,6738.0,3382.0,3356.0,7132.0,3706.0,3426.0,7068.0,3632.0,3436.0,6837.0,3412.0,3425.0,7783.0,3995.0,3788.0,8003.0,4132.0,3871.0,8025.0,4172.0,3853.0,7825.0,3974.0,3851.0,7326.0,3721.0,3605.0,8151.0,4138.0,4013.0,9079.0,4477.0,4602.0,9072.0,4381.0,4691.0,8135.0,3841.0,4294.0,7220.0,3373.0,3847.0,5000.0,2298.0,2702.0,3232.0,1419.0,1813.0,2784.0,1032.0,1752.0,43.1,41.9,44.4,Staunton,VA,125774.0,57319.49456449554,46715.38807006386,39.53246607243234,41.49296950038577
267,Stockton,45547,51766.0,57783.0,CA,"Stockton, CA",3102,18,Stockton, CA,-121.32,38.0,"Stockton,  CA","Stockton,  CA",Stockton,310.0,44700.0,Stockton,CA,Metropolitan Statistical Area,3.0,789410.0,396096.0,393314.0,52133.0,26589.0,25544.0,108089.0,55692.0,52397.0,50357.0,25974.0,24383.0,74458.0,38502.0,35956.0,603476.0,300453.0,303023.0,578831.0,287841.0,290990.0,330209.0,169044.0,161165.0,218408.0,111309.0,107099.0,182739.0,91803.0,90936.0,103226.0,46227.0,56999.0,52133.0,26589.0,25544.0,58122.0,30028.0,28094.0,62981.0,32405.0,30576.0,59302.0,30639.0,28663.0,52499.0,27096.0,25403.0,54109.0,27678.0,26431.0,56030.0,28481.0,27549.0,55529.0,28351.0,27178.0,52740.0,26799.0,25941.0,47343.0,23942.0,23401.0,47242.0,23930.0,23312.0,45807.0,23107.0,22700.0,42347.0,20824.0,21523.0,34909.0,16647.0,18262.0,27810.0,12781.0,15029.0,18183.0,8132.0,10051.0,11362.0,4775.0,6587.0,10962.0,3892.0,7070.0,35.0,34.1,35.8,Stockton,CA,43856.11111111111,63649.86354298242,51874.63878753067,32.85919827516562,34.648268304713284
